Object IDs,First Version Object ID,KeyValuePair.Assembly Key,First Category,First elementId,Sum of Embodied Carbon_lbs/CO2,First Area,Sum of Embodied Carbon per ft2(lbsCO2/ft2)
5a8e47d42767778cafd3b19f51d3fd8c,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12629851,488.4992,17.5,27.91424
5aac659a359215d93e07dc1be3f93e9b,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,13412299,6409.228032,316.6875,20.238336
5cf14dc81465f642a34572bfbae723a5,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,15586907,7288.80048,322.6640625,22.58944
5d2f214796144228e20d88dc982977d5,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11050057,3095.86368,110.90625,27.91424
5d457ba4bb3c158f4eefc08f4959ec5c,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10456282,1402.302862,50.23611111,27.91424
5df5ccbda7922fd278124c3b41719901,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13741679,3288.840249,117.8194444,27.91424
5e09c038d1f931bd33a09bec1e1ab233,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10448862,982.8138667,35.20833333,27.91424
5e5940696ad187dd65ae4eaa52b76565,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13135838,822.3069867,29.45833333,27.91424
5f4eb880e4b994548768f05e7dec7d6e,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10365378,8050.544356,288.4027778,27.91424
5f97f3ef59fd86d7e5b43d011878adc6,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,15972541,293.9372444,13.01215278,22.58944
6002e8e6f94449e646d1a79079daad9a,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,8314199,79969.19073,1865.621424,42.86464
62d76c9edd242fbb3394f2ae58fa6acf,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16063916,22.81754361,4.352101061,5.24288
62f2f049643f2eee89106a01964af279,15734f8ae9f81ad6e273d75acad015f6,W04,Walls,13723133,960.584064,83.11805556,11.556864
6360ff710cd28a9a88095c764aa2fbc1,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13555020,898.7924889,32.19835069,27.91424
645f32081620b51570ff0b625d393cbb,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,10478716,945.717248,62,15.253504
6607176636ee1730a71946639c9caef8,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14544767,3988.24704,142.875,27.91424
66155449ff19e2572f4f807c5c0df2c3,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,17307866,1371.66848,32,42.86464
66323745a597440a55b3806ac6e345e0,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620639,119.27552,22.75,5.24288
67ab1259eab91bfa3c837c6770f69db7,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,17306921,4438.36416,159,27.91424
67c1b0914e861dfc8724703a322f4dfe,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620563,182.6717541,6.54403466,27.91424
67caab6150c2acf887c516db4c2774cc,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13440121,878.2263333,31.46158854,27.91424
67f2d53abda5c23d513be65890a2ac22,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13749836,2885.63456,103.375,27.91424
6827753b8ac9926839bfdeb18215dce7,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14600000,3668.008676,131.4027778,27.91424
688b7258efe8f99a12e24e27518a2fb2,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10781144,661.7031822,23.70486111,27.91424
68bb8281ddd1644f311545d646339de9,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10693251,558.2848,20,27.91424
6a6dcb22e420758c590d88cba0fc094c,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16037397,284.880724,54.33668594,5.24288
6b3090450d513aea2470f25736411d5e,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13451014,774.8140089,27.75694444,27.91424
6b4bc12bc4401d0972836c77977338f0,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14844321,3452.215686,123.6722076,27.91424
6bb1668f99a79d1fbbbed9aa2faf2d90,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10434667,865.34144,31,27.91424
6c10bfedc51173d978bc3a255d4c964a,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,13728608,37459.4689,1850.916444,20.238336
6c30f93081eb91ca02b5a92775b6c232,15734f8ae9f81ad6e273d75acad015f6,W11,Walls,10352666,16915.23055,785.1131098,21.54496
6ce642764c709f071ddde99957d24c40,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658462,2725.418453,97.63541667,27.91424
6d8dbcceaab54723683a2f7a7808e3cd,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13555760,1249.16224,44.75,27.91424
6dd6fb43e0262696fc6f3f9f3e4d073b,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10771244,2574.773636,92.23871528,27.91424
6e0d21fd3f3d3ca57f59ebcf01012ff5,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11007684,2116.829867,75.83333333,27.91424
6eb394053eda3a75a8f29ea28ae8e0f3,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620523,298.7387763,10.70202077,27.91424
704c4e2ccab0b5e434b407584fdfbccb,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15806370,450.8743422,16.15212674,27.91424
70892491a72eaa538bbde159a6e6d9a0,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16042365,195.6060388,37.30889108,5.24288
7093498711199583dbb5cf2757933d0e,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,10397007,5541.642344,129.2823722,42.86464
712779ae3a24c3c2729c1d6a66bf9fb2,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13555010,1920.84864,68.8125,27.91424
72c3eb946fa36fae08899b0f68cf432d,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10445638,1396.220853,50.01822917,27.91424
73a26233e31345881594ed6ec1c42198,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14447462,5012.35072,179.5625,27.91424
73bf345edd6409927bddf91016ece67c,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16037735,34.44921347,6.570666022,5.24288
740d5a2fae2fbbb7d045f5a4de734158,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12653787,5923.705741,212.210891,27.91424
74e8bc8e7955f05e6e90266c5e35e420,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,13125527,703.07136,34.73958333,20.238336
7673b7955c1a059825122c1461712713,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,16460243,502.45632,18,27.91424
771161e0d0fdf0c500a40ca942bf407b,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10771438,5216.4736,186.875,27.91424
77b6a7002e660b3603b65d6bf495ed19,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15986914,675.17568,24.1875,27.91424
78cd257a53877bcd2b288e9206d211ad,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,10397684,1525.356358,100.0003906,15.253504
78e0e8c889d2bd77d6b3221dd841cbf9,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10693847,669.94176,24,27.91424
79c33481f9b1cd9db7f13db2b1ed5a3e,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14396740,958.0012089,34.31944444,27.91424
79e671c5611122558cbeefc21b3c9559,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13555708,916.5175467,32.83333333,27.91424
7a04856ffbe42760563ad48698cb09ea,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14447513,5345.57696,191.5,27.91424
7a7de14c7de009e0be47baf5208e0637,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789307,2490.48576,110.25,22.58944
7be2e9b805b99fd5059f891a3647a7ab,15734f8ae9f81ad6e273d75acad015f6,W06,Walls,15023558,2154.260708,63.30555556,34.029568
7be9bfb587575213321a18cd228889a8,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13555304,1346.86208,48.25,27.91424
7c1e7542ffa52d1283f2dee6045ec822,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13490055,108.62592,20.71875,5.24288
7d9894da168f0457f379684d42f1bb7a,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11257710,1850.099853,66.27799479,27.91424
7dc2244e84d72b06335ae133ede6dc16,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10695101,15280.50105,547.4088152,27.91424
7e61a275a359b290eba54b0971c0cfe7,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14544847,561.77408,20.125,27.91424
7e975b86bdae09f92b4ce15180f51d18,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,10787332,7807.935425,385.7992784,20.238336
7ef60642eb6c736e0a43a8d14833767f,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,10463117,2094.667776,103.5,20.238336
7f4d5bcfeff4f049fe3f05ed6fc3c597,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10786817,2511.729556,89.98022358,27.91424
7ff623f73abd2ca72950a577ac1d6bee,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,11383211,2120.527872,104.7777778,20.238336
803dd6f80bc250c0fc7dc80fd14e1f9f,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10781901,1917.906204,84.90277778,22.58944
806d7d11ed649092b52aeefce368edd5,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10446705,5115.28448,183.25,27.91424
81f60106ef47d38f271ebb3e099ced72,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12632788,9431.03316,337.8574219,27.91424
846f91c145d0c0c2e3525b511807b92d,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16063922,53.54993634,10.21383979,5.24288
84b50c4fb797ad6c7275d9f7df1dca90,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,13155724,1534.889836,100.6253931,15.253504
850522428f5eac8ab61f0b48886ec024,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13725923,3402.048,121.875,27.91424
85e4ead8f7198097e0eaef30ff0be06c,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13490076,115.7256533,22.07291667,5.24288
86cdc8ec82c661b098a633a7e940d628,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14600007,3654.051556,130.9027778,27.91424
8889087e4033ef3a46182360bc04d1f0,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16037901,60.88471868,11.61283849,5.24288
88da9fefd3354dfa43a1c26d319ac3a8,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620624,80.93696,15.4375,5.24288
88e24d87ac6c67a92885fafa6d432555,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16063921,23.75612647,4.531121534,5.24288
8abacd574b28aa9fe9399280ceb3b463,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15177756,3772.08832,88,42.86464
8b666db2a9fcbe62a04eeec2e0a3a735,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620542,197.0959499,7.06076719,27.91424
8cdd880c26ab699df8c9f29a1fda3708,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,15085581,965.4196797,63.29166595,15.253504
8ce3ce9e60f71fe5d2d2534a4639f994,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620935,563.2473316,20.17777778,27.91424
8d0bdf42db400ed4e8e9fdd564935571,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13577290,2228.7776,79.84375,27.91424
8e561a292033b469edbabd898d008764,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,16271503,1890.14025,67.71240234,27.91424
8fb543a59459ec625a2411ea8de4d605,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10786770,27137.47539,972.1731771,27.91424
9073476daa5887d22a782b6f250fa094,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13722046,4701.998649,168.4444444,27.91424
90ead9e425d19c814b18179e69709026,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16041536,34.66126222,6.611111111,5.24288
90f4d50ad19555d7cc6b61250c8ce284,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10448806,615.9003244,22.0640191,27.91424
91f2a08a6dd617dfe563ceb5950f776b,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789061,2490.48576,110.25,22.58944
922df521fe8a6bb015f1032fd7a151c3,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620622,108.62592,20.71875,5.24288
92338d21ba01fd0dfb795ae9969ea607,15734f8ae9f81ad6e273d75acad015f6,W06,Walls,10349313,8182.811364,240.4618056,34.029568
925333a85c2558ee7d43af212a4f77d6,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620936,490.0499911,17.55555556,27.91424
92b6874e8b33f350eb74e4c803030602,15734f8ae9f81ad6e273d75acad015f6,W10,Walls,13462835,1393.311744,72,19.351552
939060f76c92237ffa3611204ce24708,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13541517,9684.478708,346.9368576,27.91424
93acd56e9212b0dc76d0f4f69cb5b766,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10777576,6451.40288,285.59375,22.58944
963195eef33bd42253190d187e9ec94a,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10365334,2422.71744,107.25,22.58944
98a4ed44f2fc38473bb6f032a94197bb,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,13720231,28646.72741,1415.468515,20.238336
993770c8e465a62c32dd0eccb278874d,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13720269,6123.635823,219.3731881,27.91424
993c6999def9a2851dcb675eca314549,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11300767,543.45536,19.46875,27.91424
998a1db8d863e168d1c49d10f152ed47,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15034639,186782.6688,4357.5,42.86464
99f9add191a12d771fc7a07a346a0f23,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15995017,5219.96288,187,27.91424
9a19f9764e118df5678a974de8c3495d,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10448252,14157.80179,626.7442569,22.58944
9abe338643ebb6ca5667a8d82c5803d2,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658441,3095.86368,110.90625,27.91424
9af3e413d03e496126a92ec36b952129,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11300654,798.1243378,28.59201389,27.91424
9bd51bffe97ef8f13dab8f2229f1512b,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15177739,3772.08832,88,42.86464
9be9ee49dd486d34a088aa03510f1e05,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,10366634,40118.53611,1982.304084,20.238336
9bef01d43b542a15b69d309dd07cf812,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,16308982,2198.23488,97.3125,22.58944
9ca7273699b847407c74d9eaf876a1d2,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,13090164,2893.388316,67.50058594,42.86464
9dbdae16241a78804aaa8360541aa5c9,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15036329,850.1486933,19.83333333,42.86464
9f0de0edfa691fd00417570b31e5bd9f,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13450397,3448.49904,123.5390625,27.91424
9f19e56f012e6c39198c8c39fe05665b,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,10405608,677.2017778,15.79861111,42.86464
a009ffcf18db86c081085570bffa05e3,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13722475,2667.55456,95.5625,27.91424
a00dec0ad1270283de12a142147a6747,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,10395482,4919.297742,322.5027995,15.253504
a076b371fb9a4c65270aea4562f3d624,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15015068,147.5063533,5.284269009,27.91424
a0a8a9430cdf164e74b8c592ab70acb7,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,15085362,747.4362941,49.00095703,15.253504
a1069aff38ad6358a90c6ad643bcc879,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14544762,10417.82699,373.2083333,27.91424
a12296603b12fe45701c4c2d0291c8ca,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14544779,5795.69408,207.625,27.91424
a17cc03830d478306a6228df1d89f613,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15022119,451.86176,16.1875,27.91424
a19d617ddfe50f85fc088e1c33a51807,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13742222,2352.356267,84.27083333,27.91424
a1b5eadc4fc6e75aef9b1060db022896,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658436,3095.86368,110.90625,27.91424
a224d8659ed8d9297beb8dd98331dd9d,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13721216,8311.46496,297.75,27.91424
a25b886504410fc813037fbe5fdcc869,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789308,3042.059016,134.6673054,22.58944
a25efba702c5a326271e5b580e68eefc,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,12658461,8816.352533,390.2864583,22.58944
a298f46d97b0970f570ad01f83ff2500,15734f8ae9f81ad6e273d75acad015f6,W06,Walls,10775612,8813.682704,259.0007227,34.029568
a3c23ec6498bda2a1bb4bfd74196f843,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,16808306,534.296,19.140625,27.91424
a3cf826ac0266c81448cd49291aa5d8a,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620638,112.1757867,21.39583333,5.24288
a4216fd5b41d162362521c254b340d49,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16807830,1566.96576,298.875,5.24288
a4437f3dafcf59417f8519dbfa79116b,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10783372,117.88864,5.21875,22.58944
a4a01bb1c8fdc66c3d45b1aebee0110b,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,15190887,24.17409504,1.194470486,20.238336
a53f0c4f4eb43128fcbd120ba01a0857,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14445319,139.5712,5,27.91424
a5ea75f965cb6973be80ed32ee602d52,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15177615,2314.69056,54,42.86464
a72f311eb5085ca7b17bf20a2459a6c8,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,10463352,2302.654868,53.71921631,42.86464
aa14cf22d29844e436c7a876c394c785,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13494117,1166.657776,41.7943593,27.91424
aa25163d4cc10038d4ef69b49bb0b36f,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658501,2725.418453,97.63541667,27.91424
aac12925e87e087aefd9a719ad0ca281,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,11382098,646.5024,31.94444444,20.238336
ab7732b7f00eecaa0b7750a8b59170f2,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10432110,1885.180444,67.53472222,27.91424
abe9d092ae08a0e572abc122aa25b882,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15829559,1975.991612,70.78794235,27.91424
acdaffa0966e20d016a9e5067565ccf4,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14544782,554.3432138,19.85879658,27.91424
ad1118c38e97d81df9fe1e362aa73665,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10572432,1812.524499,64.93189494,27.91424
ad16e321474a21046fd796ea6fbfdefb,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11300613,5174.706054,185.378719,27.91424
ad4a47cd69ac483b1c5440ef6fff71dc,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15177788,3772.08832,88,42.86464
ad76a886a003e2b6572fb889b1bab6c8,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,15252324,164.0799712,3.827863041,42.86464
ad8359352147857add6c696ab12aadf6,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16038875,15.90394287,3.033436369,5.24288
add6acd12e3a4515b9a72d9ac0813f3c,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620610,80.93696,15.4375,5.24288
aebf508e91ef8537a0cef8919b2aa4b6,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,14544783,279.1424,10,27.91424
af186ebf363977dfcdbe4ee3750747ce,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11300644,861.7888246,30.87273107,27.91424
afb03f4d59ae2509fb9a8a9532657acb,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789679,11109.07358,491.7817165,22.58944
b009dea7716139d427158c39b641af28,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,14922586,1350.23616,31.5,42.86464
b09a81c7e3ec99d99a88d0f9a7c66218,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658504,2725.418453,97.63541667,27.91424
b1330df92b1a598299134f8dbf560292,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11300643,1016.349724,36.40972222,27.91424
b263b38ff19ab7bda7e10464bebb3a47,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13135879,2344.79616,84,27.91424
b29f275714968eed7bfaabc1e1549ca9,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,10515550,2068.80768,102.2222222,20.238336
b39da060339cb651ea7415a5f2f6232d,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10432020,1603.905707,57.45833333,27.91424
b3c281c09393bc41a114a19615323e1e,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,16199930,1367.79776,49,27.91424
b4692ee2b537f3f6112f008efcb170c7,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10693272,505.9456,18.125,27.91424
b4e5d244f4a20a844faf620203b21b55,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620947,486.9484089,17.44444444,27.91424
b54b0e6f38677efa24e293720e2a697d,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13742001,1223.331876,43.82465278,27.91424
b5e388c0cd548985b1214e81d60817ee,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620640,84.48682667,16.11458333,5.24288
b60286524c5b619c85630480b00d378d,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658491,2725.418453,97.63541667,27.91424
b62a35fd18bbc46d2796334b9cd366dd,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11209623,330.7546667,11.84895833,27.91424
b6aca6a82ae3b83ecae345598acd283b,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13725043,4787.29216,171.5,27.91424
b888c7730b0135d624f57ffb1423261a,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620609,115.7256533,22.07291667,5.24288
b8d98a6da90290511929a0fd305c5dbd,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,8305869,0,0,15.253504
badfe1007034da9378ef64ab1f1223ed,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10440293,14641.32186,524.5108541,27.91424
baeeb143ae63a50117ee928d3a4dae17,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789306,3398.688007,150.4547261,22.58944
bbc8a0074e23285bf1abadb56b96c5c0,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13553825,457.3864533,16.38541667,27.91424
bc419dd341b3b1dac4e39cd61f72cce2,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11314411,896.3572622,32.11111111,27.91424
be30494d2d3d2d1820172c8a3d84381c,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10447760,4332.867552,155.2206885,27.91424
bf7308f4f1d46ac913969d4c9d5614e3,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13490121,143.4146133,27.35416667,5.24288
c0221c446d8158dd82d47d8446b29c95,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10781192,2165.76256,95.875,22.58944
c0b017c5e2072c025edddcc480595975,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10365340,2313.295716,82.87152778,27.91424
c1259ab7cd6950a6878eb768392dcec5,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13725032,5478.460373,196.2604167,27.91424
c2eddf1d598047f0cc33af3fb8e7b843,15734f8ae9f81ad6e273d75acad015f6,W05,Walls,10440186,3613.621071,292.0330046,12.374016
c4f7346b7a88c90e68089e4e4e274f61,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,13620623,115.7256533,22.07291667,5.24288
c848133c104f8c518574f389505222ce,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13620765,490.0499911,17.55555556,27.91424
c858b825e8a2eb5157d932b546c17e3b,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,10681172,4969.854279,115.9429842,42.86464
c8c5a9f1ff32335ee7f69ef9091b8712,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10395614,5980.62592,214.25,27.91424
c926756536c85f873183f023f49162a6,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,17145793,666.1617067,23.86458333,27.91424
c92d58dfdc173942b6a83848fbc39155,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13721229,2348.28544,84.125,27.91424
c9637af0c6db19111eb63b8316945c84,15734f8ae9f81ad6e273d75acad015f6,W09,Walls,10464610,932.3418507,61.12312625,15.253504
c97ffb46aa9ec718d9e585a158ecd02b,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11054067,1081.6768,38.75,27.91424
c9bccac44de80212c5b2e2cafb15074f,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13541502,13627.38304,488.1875,27.91424
c9f4abd929541cfb24c8c2d91494c679,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13439973,5722.4192,205,27.91424
cb427697ca9a838c4fe1ea001514cade,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,11383210,3663.244224,181.0052083,20.238336
cb611798254bbce7d4c68e654632fbd1,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,14919767,7288.80048,322.6640625,22.58944
cbed582e1285a5a68000d1a6437fc383,15734f8ae9f81ad6e273d75acad015f6,W08,Walls,10570727,9831.685248,485.7951389,20.238336
cd4bb5e763cfed533db37d3f88339a88,15734f8ae9f81ad6e273d75acad015f6,W03,Walls,16065842,27.07954632,5.165013565,5.24288
cd935b87a932ee23cdcea5edeec5b5c5,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10778143,1961.750756,70.27777778,27.91424
ce86c3866109baec17554eac0788fe43,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,10781727,2972.86656,106.5,27.91424
cedcf9dee378e448fce8b8d5680327da,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15828962,1270.381656,45.51016458,27.91424
cefc5fe5d1f5f5e4f1e8fe92dcb3e7fb,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,15983848,3064.654009,109.7881944,27.91424
cf4b50eb1a8beec03dd3d5b90acac5d8,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,11679752,837.4272,30,27.91424
cf719f9a5ee39302fa3c2576ac244e82,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13577310,11223.10556,402.0566406,27.91424
d17254f240bab8373295c699376a57d9,15734f8ae9f81ad6e273d75acad015f6,W10,Walls,13462315,1393.311744,72,19.351552
d1ed6295ccf6cf1c8ef4d624458f2482,15734f8ae9f81ad6e273d75acad015f6,W07,Walls,14923450,1578.84845,36.83335378,42.86464
d31070866f9b2c4fbef1bb77889fd39c,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789409,3102.274563,137.3329557,22.58944
d3a2c7f61175536f47c1eae171be7f9b,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,12658394,1329.1247,47.61457595,27.91424
d41f6e7483efcdba873aebc7f787abc3,15734f8ae9f81ad6e273d75acad015f6,W01,Walls,13722467,997.93408,35.75,27.91424
d42f1b690eb796e2ac4a84c0bca822da,15734f8ae9f81ad6e273d75acad015f6,W02,Walls,10789011,3040.040267,134.5779385,22.58944
